3080.000000 4.764537e-13
3160.000000 4.885936e-13
3240.000000 4.975423e-13
3320.000000 5.100876e-13
3400.000000 5.116375e-13
3480.000000 5.170853e-13
3560.000000 5.245905e-13
3640.000000 5.249502e-13
3680.000000 5.304274e-13
3720.000000 5.316619e-13
3760.000000 5.806919e-13
3800.000000 6.491634e-13
3840.000000 6.392334e-13
3880.000000 6.490182e-13
3920.000000 6.340874e-13
3960.000000 6.219142e-13
3980.000000 6.323458e-13
4000.000000 7.533581e-13
4020.000000 7.625511e-13
4060.000000 7.427947e-13
4100.000000 6.841535e-13
4140.000000 7.711178e-13
4200.000000 7.666939e-13
4240.000000 7.571622e-13
4260.000000 7.486891e-13
4300.000000 6.889454e-13
4340.000000 6.524422e-13
4380.000000 7.388785e-13
4400.000000 7.485418e-13
4560.000000 7.317982e-13
4760.000000 5.555288e-13
4800.000000 7.102956e-13
4820.000000 6.941074e-13
4860.000000 6.197963e-13
4900.000000 6.961924e-13
4920.000000 6.918166e-13
4960.000000 6.819581e-13
5000.000000 6.779232e-13
5120.000000 6.640205e-13
5240.000000 6.493197e-13
5400.000000 6.291204e-13
5560.000000 6.094968e-13
5760.000000 5.843542e-13
6020.000000 5.535138e-13
6420.000000 5.063506e-13
6460.000000 5.024078e-13
6500.000000 4.957860e-13
6540.000000 4.642651e-13
6560.000000 4.374349e-13
6580.000000 4.603297e-13
6620.000000 4.815098e-13
6660.000000 4.792617e-13
6700.000000 4.753039e-13
6740.000000 4.709787e-13
6780.000000 4.675862e-13
7100.000000 4.379298e-13
7460.000000 4.029431e-13
7780.000000 3.721873e-13
8100.000000 3.468573e-13
8380.000000 3.258615e-13
8780.000000 2.968466e-13
9300.000000 2.643354e-13
9700.000000 2.429841e-13
9940.000000 2.307535e-13
10260.000000 2.163845e-13
10820.000000 1.934936e-13
11140.000000 1.816983e-13
12000.000000 1.544396e-13
